Seq. ID.	Class	AMP Probability
LENGTH_30_SEQ_153	NAMP	0.08
LENGTH_30_SEQ_154	NAMP	0.04
LENGTH_30_SEQ_155	NAMP	0.16
LENGTH_30_SEQ_156	NAMP	0.05
LENGTH_30_SEQ_157	NAMP	0.03
LENGTH_30_SEQ_158	NAMP	0.06
LENGTH_30_SEQ_159	NAMP	0.15
LENGTH_30_SEQ_160	NAMP	0.07
LENGTH_30_SEQ_161	NAMP	0.06
LENGTH_30_SEQ_162	NAMP	0.48
LENGTH_30_SEQ_163	NAMP	0.12
LENGTH_30_SEQ_164	NAMP	0.02
LENGTH_30_SEQ_165	AMP	0.85
LENGTH_30_SEQ_166	NAMP	0.03
LENGTH_30_SEQ_167	NAMP	0.09
LENGTH_30_SEQ_168	NAMP	0.28
LENGTH_30_SEQ_169	NAMP	0.01
LENGTH_30_SEQ_170	NAMP	0.01
LENGTH_30_SEQ_171	NAMP	0.04
LENGTH_30_SEQ_172	AMP	0.63
LENGTH_30_SEQ_173	NAMP	0.07
LENGTH_30_SEQ_174	NAMP	0.06
LENGTH_30_SEQ_175	NAMP	0.42
LENGTH_30_SEQ_176	NAMP	0.22
LENGTH_30_SEQ_177	NAMP	0.05
LENGTH_30_SEQ_178	NAMP	0.06
LENGTH_30_SEQ_179	NAMP	0.03
LENGTH_30_SEQ_180	NAMP	0.05
LENGTH_30_SEQ_181	AMP	0.85
LENGTH_30_SEQ_182	NAMP	0.02
LENGTH_30_SEQ_183	AMP	0.84
LENGTH_30_SEQ_184	NAMP	0.02
LENGTH_30_SEQ_185	NAMP	0.02
LENGTH_30_SEQ_186	NAMP	0.05
LENGTH_30_SEQ_187	NAMP	0.12
LENGTH_30_SEQ_188	NAMP	0.02
LENGTH_30_SEQ_189	NAMP	0.03
LENGTH_30_SEQ_190	NAMP	0.11
LENGTH_30_SEQ_191	NAMP	0.16
LENGTH_30_SEQ_192	NAMP	0.01
LENGTH_30_SEQ_193	NAMP	0.07
LENGTH_30_SEQ_194	NAMP	0.06
LENGTH_30_SEQ_195	NAMP	0.02
LENGTH_30_SEQ_196	NAMP	0.01
LENGTH_30_SEQ_197	NAMP	0.07
LENGTH_30_SEQ_198	AMP	0.62
LENGTH_30_SEQ_199	NAMP	0.05
LENGTH_30_SEQ_200	NAMP	0.04
LENGTH_30_SEQ_201	NAMP	0.07
LENGTH_30_SEQ_202	AMP	0.84
LENGTH_30_SEQ_203	NAMP	0.42
LENGTH_30_SEQ_204	NAMP	0.04
LENGTH_30_SEQ_205	NAMP	0.31
LENGTH_30_SEQ_206	NAMP	0.03
LENGTH_30_SEQ_207	NAMP	0.02
LENGTH_30_SEQ_208	NAMP	0.08
LENGTH_30_SEQ_209	NAMP	0.11
LENGTH_30_SEQ_210	NAMP	0.11
LENGTH_30_SEQ_211	NAMP	0.08
LENGTH_30_SEQ_212	NAMP	0.08
LENGTH_30_SEQ_213	NAMP	0.07
LENGTH_30_SEQ_214	NAMP	0.01
LENGTH_30_SEQ_215	NAMP	0.05
LENGTH_30_SEQ_216	NAMP	0.04
LENGTH_30_SEQ_217	NAMP	0.05
LENGTH_30_SEQ_218	NAMP	0.04
LENGTH_30_SEQ_219	NAMP	0.08
LENGTH_30_SEQ_220	NAMP	0.15
LENGTH_30_SEQ_221	NAMP	0.05
LENGTH_30_SEQ_222	NAMP	0.18
LENGTH_30_SEQ_223	NAMP	0.11
LENGTH_30_SEQ_224	NAMP	0.09
LENGTH_30_SEQ_225	NAMP	0.08
LENGTH_30_SEQ_226	NAMP	0.05
LENGTH_30_SEQ_227	NAMP	0.33
LENGTH_30_SEQ_228	NAMP	0.17
LENGTH_30_SEQ_229	NAMP	0.17
LENGTH_30_SEQ_230	NAMP	0.16
LENGTH_30_SEQ_231	NAMP	0.05
LENGTH_30_SEQ_232	NAMP	0.02
LENGTH_30_SEQ_233	NAMP	0.01
LENGTH_30_SEQ_234	NAMP	0.04
LENGTH_30_SEQ_235	NAMP	0.09
LENGTH_30_SEQ_236	NAMP	0.02
LENGTH_30_SEQ_237	NAMP	0.03
LENGTH_30_SEQ_238	NAMP	0.13
LENGTH_30_SEQ_239	NAMP	0.05
LENGTH_30_SEQ_240	NAMP	0.01
LENGTH_30_SEQ_241	NAMP	0.19
LENGTH_30_SEQ_242	NAMP	0.21
LENGTH_30_SEQ_243	NAMP	0.08
LENGTH_30_SEQ_244	NAMP	0.10
LENGTH_30_SEQ_245	NAMP	0.06
LENGTH_30_SEQ_246	NAMP	0.09
LENGTH_30_SEQ_247	NAMP	0.06
LENGTH_30_SEQ_248	NAMP	0.04
LENGTH_30_SEQ_249	NAMP	0.02
LENGTH_30_SEQ_250	NAMP	0.07
LENGTH_30_SEQ_251	NAMP	0.14
LENGTH_30_SEQ_252	NAMP	0.01
LENGTH_30_SEQ_253	NAMP	0.01
LENGTH_30_SEQ_254	NAMP	0.03
LENGTH_30_SEQ_255	NAMP	0.02
LENGTH_30_SEQ_256	NAMP	0.03
LENGTH_30_SEQ_257	NAMP	0.26
LENGTH_30_SEQ_258	NAMP	0.14
LENGTH_30_SEQ_259	NAMP	0.08
LENGTH_30_SEQ_260	NAMP	0.33
LENGTH_30_SEQ_261	NAMP	0.05
LENGTH_30_SEQ_262	NAMP	0.41
LENGTH_30_SEQ_263	NAMP	0.02
LENGTH_30_SEQ_264	NAMP	0.01
LENGTH_30_SEQ_265	NAMP	0.07
LENGTH_30_SEQ_266	NAMP	0.02
LENGTH_30_SEQ_267	NAMP	0.24
LENGTH_30_SEQ_268	NAMP	0.03
LENGTH_30_SEQ_269	NAMP	0.03
LENGTH_30_SEQ_270	NAMP	0.06
LENGTH_30_SEQ_271	NAMP	0.04
LENGTH_30_SEQ_272	NAMP	0.24
LENGTH_30_SEQ_273	NAMP	0.09
LENGTH_30_SEQ_274	NAMP	0.06
LENGTH_30_SEQ_275	NAMP	0.06
LENGTH_30_SEQ_276	NAMP	0.15
LENGTH_30_SEQ_277	NAMP	0.16
LENGTH_30_SEQ_278	NAMP	0.03
LENGTH_30_SEQ_279	NAMP	0.04
LENGTH_30_SEQ_280	AMP	0.69
LENGTH_30_SEQ_281	NAMP	0.15
LENGTH_30_SEQ_282	NAMP	0.02
LENGTH_30_SEQ_283	NAMP	0.05
LENGTH_30_SEQ_284	NAMP	0.07
LENGTH_30_SEQ_285	NAMP	0.04
LENGTH_30_SEQ_286	NAMP	0.43
LENGTH_30_SEQ_287	NAMP	0.05
LENGTH_30_SEQ_288	AMP	0.50
LENGTH_30_SEQ_289	NAMP	0.08
LENGTH_30_SEQ_290	NAMP	0.05
LENGTH_30_SEQ_291	NAMP	0.04
LENGTH_30_SEQ_292	NAMP	0.04
LENGTH_30_SEQ_293	NAMP	0.06
LENGTH_30_SEQ_294	NAMP	0.21
LENGTH_30_SEQ_295	NAMP	0.11
LENGTH_30_SEQ_296	NAMP	0.01
LENGTH_30_SEQ_297	NAMP	0.02
LENGTH_30_SEQ_298	NAMP	0.03
LENGTH_30_SEQ_299	AMP	0.74
LENGTH_30_SEQ_300	NAMP	0.06
LENGTH_30_SEQ_301	NAMP	0.14
LENGTH_30_SEQ_302	NAMP	0.12
LENGTH_30_SEQ_303	NAMP	0.32
LENGTH_30_SEQ_304	NAMP	0.47
LENGTH_30_SEQ_305	NAMP	0.05
LENGTH_30_SEQ_306	NAMP	0.03
LENGTH_30_SEQ_307	NAMP	0.06
LENGTH_30_SEQ_308	NAMP	0.11
LENGTH_30_SEQ_309	NAMP	0.01
LENGTH_30_SEQ_310	NAMP	0.02
LENGTH_30_SEQ_311	NAMP	0.02
LENGTH_30_SEQ_312	NAMP	0.39
LENGTH_30_SEQ_313	NAMP	0.05
LENGTH_30_SEQ_314	NAMP	0.06
LENGTH_30_SEQ_315	NAMP	0.17
LENGTH_30_SEQ_316	NAMP	0.02
LENGTH_30_SEQ_317	NAMP	0.03
LENGTH_30_SEQ_318	NAMP	0.08
LENGTH_30_SEQ_319	NAMP	0.43
LENGTH_30_SEQ_320	NAMP	0.07
LENGTH_30_SEQ_321	NAMP	0.01
LENGTH_30_SEQ_322	NAMP	0.07
LENGTH_30_SEQ_323	NAMP	0.27
LENGTH_30_SEQ_324	NAMP	0.03
LENGTH_30_SEQ_325	NAMP	0.06
LENGTH_30_SEQ_326	NAMP	0.19
LENGTH_30_SEQ_327	NAMP	0.39
LENGTH_30_SEQ_328	NAMP	0.04
LENGTH_30_SEQ_329	NAMP	0.02
LENGTH_30_SEQ_330	NAMP	0.03
LENGTH_30_SEQ_331	NAMP	0.02
LENGTH_30_SEQ_332	NAMP	0.05
LENGTH_30_SEQ_333	NAMP	0.37
LENGTH_30_SEQ_334	AMP	0.50
LENGTH_30_SEQ_335	NAMP	0.04
LENGTH_30_SEQ_336	NAMP	0.09
LENGTH_30_SEQ_337	NAMP	0.23
LENGTH_30_SEQ_338	NAMP	0.04
LENGTH_30_SEQ_339	NAMP	0.05
LENGTH_30_SEQ_340	NAMP	0.04
LENGTH_30_SEQ_341	NAMP	0.03
LENGTH_30_SEQ_342	NAMP	0.04
LENGTH_30_SEQ_343	NAMP	0.39
LENGTH_30_SEQ_344	NAMP	0.04
LENGTH_30_SEQ_345	NAMP	0.33
LENGTH_30_SEQ_346	NAMP	0.04
LENGTH_30_SEQ_347	NAMP	0.05
LENGTH_30_SEQ_348	NAMP	0.05
LENGTH_30_SEQ_349	NAMP	0.05
LENGTH_30_SEQ_350	NAMP	0.02
LENGTH_30_SEQ_351	AMP	0.51
LENGTH_30_SEQ_352	NAMP	0.01
LENGTH_30_SEQ_353	NAMP	0.02
LENGTH_30_SEQ_354	NAMP	0.04
LENGTH_30_SEQ_355	NAMP	0.01
LENGTH_30_SEQ_356	NAMP	0.17
LENGTH_30_SEQ_357	NAMP	0.05
LENGTH_30_SEQ_358	NAMP	0.06
LENGTH_30_SEQ_359	NAMP	0.09
LENGTH_30_SEQ_360	NAMP	0.07
LENGTH_30_SEQ_361	NAMP	0.01
LENGTH_30_SEQ_362	NAMP	0.05
LENGTH_30_SEQ_363	NAMP	0.02
LENGTH_30_SEQ_364	NAMP	0.04
LENGTH_30_SEQ_365	NAMP	0.04
LENGTH_30_SEQ_366	NAMP	0.05
LENGTH_30_SEQ_367	NAMP	0.08
LENGTH_30_SEQ_368	NAMP	0.01
LENGTH_30_SEQ_369	NAMP	0.03
LENGTH_30_SEQ_370	NAMP	0.05
LENGTH_30_SEQ_371	NAMP	0.02
LENGTH_30_SEQ_372	NAMP	0.08
LENGTH_30_SEQ_373	NAMP	0.02
LENGTH_30_SEQ_374	NAMP	0.07
LENGTH_30_SEQ_375	NAMP	0.06
LENGTH_30_SEQ_376	NAMP	0.04
LENGTH_30_SEQ_377	NAMP	0.15
LENGTH_30_SEQ_378	NAMP	0.09
LENGTH_30_SEQ_379	NAMP	0.01
LENGTH_30_SEQ_380	NAMP	0.09
LENGTH_30_SEQ_381	AMP	0.94
LENGTH_30_SEQ_382	NAMP	0.16
LENGTH_30_SEQ_383	NAMP	0.04
LENGTH_30_SEQ_384	NAMP	0.01
LENGTH_30_SEQ_385	NAMP	0.08
LENGTH_30_SEQ_386	NAMP	0.03
LENGTH_30_SEQ_387	AMP	0.52
LENGTH_30_SEQ_388	NAMP	0.15
LENGTH_30_SEQ_389	NAMP	0.03
LENGTH_30_SEQ_390	NAMP	0.16
LENGTH_30_SEQ_391	NAMP	0.08
LENGTH_30_SEQ_392	NAMP	0.11
LENGTH_30_SEQ_393	NAMP	0.05
LENGTH_30_SEQ_394	NAMP	0.07
LENGTH_30_SEQ_395	NAMP	0.03
LENGTH_30_SEQ_396	AMP	0.94
LENGTH_30_SEQ_397	NAMP	0.04
LENGTH_30_SEQ_398	NAMP	0.06
LENGTH_30_SEQ_399	NAMP	0.03
LENGTH_30_SEQ_400	NAMP	0.08
LENGTH_30_SEQ_401	NAMP	0.02
LENGTH_30_SEQ_402	NAMP	0.13
LENGTH_30_SEQ_403	NAMP	0.04
LENGTH_30_SEQ_404	NAMP	0.33
LENGTH_30_SEQ_405	NAMP	0.04
LENGTH_30_SEQ_406	NAMP	0.04
LENGTH_30_SEQ_407	NAMP	0.05
LENGTH_30_SEQ_408	NAMP	0.01
LENGTH_30_SEQ_409	NAMP	0.33
LENGTH_30_SEQ_410	NAMP	0.03
LENGTH_30_SEQ_411	NAMP	0.01
LENGTH_30_SEQ_412	NAMP	0.12
LENGTH_30_SEQ_413	NAMP	0.11
LENGTH_30_SEQ_414	NAMP	0.07
LENGTH_30_SEQ_415	NAMP	0.02
LENGTH_30_SEQ_416	NAMP	0.07
LENGTH_30_SEQ_417	NAMP	0.30
LENGTH_30_SEQ_418	NAMP	0.14
LENGTH_30_SEQ_419	NAMP	0.23
LENGTH_30_SEQ_420	NAMP	0.04
LENGTH_30_SEQ_421	NAMP	0.02
LENGTH_30_SEQ_422	NAMP	0.07
LENGTH_30_SEQ_423	NAMP	0.09
LENGTH_30_SEQ_424	NAMP	0.01
LENGTH_30_SEQ_425	NAMP	0.03
LENGTH_30_SEQ_426	NAMP	0.08
LENGTH_30_SEQ_427	NAMP	0.29
LENGTH_30_SEQ_428	NAMP	0.27
LENGTH_30_SEQ_429	NAMP	0.23
LENGTH_30_SEQ_430	NAMP	0.12
LENGTH_30_SEQ_431	NAMP	0.12
LENGTH_30_SEQ_432	NAMP	0.33
LENGTH_30_SEQ_433	NAMP	0.09
LENGTH_30_SEQ_434	NAMP	0.05
LENGTH_30_SEQ_435	NAMP	0.02
LENGTH_30_SEQ_436	NAMP	0.02
LENGTH_30_SEQ_437	NAMP	0.04
LENGTH_30_SEQ_438	AMP	0.88
LENGTH_30_SEQ_439	NAMP	0.05
LENGTH_30_SEQ_440	NAMP	0.03
LENGTH_30_SEQ_441	NAMP	0.07
LENGTH_30_SEQ_442	NAMP	0.10
LENGTH_30_SEQ_443	NAMP	0.01
LENGTH_30_SEQ_444	NAMP	0.08
LENGTH_30_SEQ_445	NAMP	0.01
LENGTH_30_SEQ_446	NAMP	0.02
LENGTH_30_SEQ_447	NAMP	0.25
LENGTH_30_SEQ_448	NAMP	0.05
LENGTH_30_SEQ_449	NAMP	0.07
LENGTH_30_SEQ_450	NAMP	0.03
LENGTH_30_SEQ_451	NAMP	0.22
LENGTH_30_SEQ_452	NAMP	0.14
LENGTH_30_SEQ_453	NAMP	0.05
LENGTH_30_SEQ_454	NAMP	0.01
LENGTH_30_SEQ_455	NAMP	0.07
LENGTH_30_SEQ_456	NAMP	0.09
LENGTH_30_SEQ_457	NAMP	0.02
LENGTH_30_SEQ_458	NAMP	0.08
LENGTH_30_SEQ_459	NAMP	0.03
LENGTH_30_SEQ_460	NAMP	0.05
LENGTH_30_SEQ_461	NAMP	0.09
LENGTH_30_SEQ_462	AMP	0.51
LENGTH_30_SEQ_463	NAMP	0.15
LENGTH_30_SEQ_464	NAMP	0.01
LENGTH_30_SEQ_465	NAMP	0.09
LENGTH_30_SEQ_466	NAMP	0.02
LENGTH_30_SEQ_467	NAMP	0.03
LENGTH_30_SEQ_468	NAMP	0.01
LENGTH_30_SEQ_469	NAMP	0.24
LENGTH_30_SEQ_470	NAMP	0.07
LENGTH_30_SEQ_471	NAMP	0.06
LENGTH_30_SEQ_472	NAMP	0.08
LENGTH_30_SEQ_473	NAMP	0.14
LENGTH_30_SEQ_474	NAMP	0.04
LENGTH_30_SEQ_475	NAMP	0.07
LENGTH_30_SEQ_476	NAMP	0.06
LENGTH_30_SEQ_477	NAMP	0.11
LENGTH_30_SEQ_478	NAMP	0.14
LENGTH_30_SEQ_479	NAMP	0.14
LENGTH_30_SEQ_480	NAMP	0.08
LENGTH_30_SEQ_481	NAMP	0.24
LENGTH_30_SEQ_482	NAMP	0.02
LENGTH_30_SEQ_483	NAMP	0.08
LENGTH_30_SEQ_484	NAMP	0.05
LENGTH_30_SEQ_485	NAMP	0.10
LENGTH_30_SEQ_486	AMP	0.55
LENGTH_30_SEQ_487	NAMP	0.08
LENGTH_30_SEQ_488	NAMP	0.13
LENGTH_30_SEQ_489	NAMP	0.02
LENGTH_30_SEQ_490	NAMP	0.04
LENGTH_30_SEQ_491	NAMP	0.03
LENGTH_30_SEQ_492	NAMP	0.03
LENGTH_30_SEQ_493	NAMP	0.02
LENGTH_30_SEQ_494	NAMP	0.06
LENGTH_30_SEQ_495	AMP	0.55
LENGTH_30_SEQ_496	NAMP	0.01
LENGTH_30_SEQ_497	NAMP	0.02
LENGTH_30_SEQ_498	NAMP	0.04
LENGTH_30_SEQ_499	NAMP	0.25
LENGTH_30_SEQ_500	NAMP	0.11
LENGTH_30_SEQ_501	NAMP	0.08
LENGTH_30_SEQ_502	NAMP	0.11
LENGTH_30_SEQ_503	NAMP	0.07
LENGTH_30_SEQ_504	NAMP	0.07
LENGTH_30_SEQ_505	NAMP	0.08
LENGTH_30_SEQ_506	NAMP	0.01
LENGTH_30_SEQ_507	NAMP	0.05
LENGTH_30_SEQ_508	NAMP	0.06
LENGTH_30_SEQ_509	NAMP	0.23
LENGTH_30_SEQ_510	NAMP	0.05
LENGTH_30_SEQ_511	NAMP	0.34
LENGTH_30_SEQ_512	NAMP	0.01
LENGTH_30_SEQ_513	NAMP	0.18
LENGTH_30_SEQ_514	NAMP	0.08
LENGTH_30_SEQ_515	NAMP	0.07
LENGTH_30_SEQ_516	NAMP	0.04
LENGTH_30_SEQ_517	NAMP	0.02
LENGTH_30_SEQ_518	NAMP	0.07
LENGTH_30_SEQ_519	NAMP	0.19
LENGTH_30_SEQ_520	NAMP	0.07
LENGTH_30_SEQ_521	NAMP	0.35
LENGTH_30_SEQ_522	NAMP	0.02
LENGTH_30_SEQ_523	NAMP	0.09
LENGTH_30_SEQ_524	NAMP	0.03
LENGTH_30_SEQ_525	NAMP	0.03
LENGTH_30_SEQ_526	NAMP	0.40
LENGTH_30_SEQ_527	NAMP	0.06
LENGTH_30_SEQ_528	NAMP	0.11
LENGTH_30_SEQ_529	NAMP	0.07
LENGTH_30_SEQ_530	NAMP	0.04
LENGTH_30_SEQ_531	NAMP	0.08
LENGTH_30_SEQ_532	NAMP	0.04
LENGTH_30_SEQ_533	NAMP	0.02
LENGTH_30_SEQ_534	NAMP	0.02
LENGTH_30_SEQ_535	NAMP	0.07
LENGTH_30_SEQ_536	NAMP	0.03
LENGTH_30_SEQ_537	NAMP	0.01
LENGTH_30_SEQ_538	NAMP	0.18
LENGTH_30_SEQ_539	NAMP	0.04
LENGTH_30_SEQ_540	NAMP	0.03
LENGTH_30_SEQ_541	NAMP	0.06
LENGTH_30_SEQ_542	NAMP	0.04
LENGTH_30_SEQ_543	NAMP	0.05
LENGTH_30_SEQ_544	NAMP	0.07
LENGTH_30_SEQ_545	NAMP	0.03
LENGTH_30_SEQ_546	NAMP	0.06
LENGTH_30_SEQ_547	NAMP	0.02
LENGTH_30_SEQ_548	NAMP	0.01
LENGTH_30_SEQ_549	NAMP	0.08
LENGTH_30_SEQ_550	NAMP	0.09
LENGTH_30_SEQ_551	NAMP	0.06
LENGTH_30_SEQ_552	NAMP	0.36
LENGTH_30_SEQ_553	NAMP	0.21
LENGTH_30_SEQ_554	NAMP	0.06
LENGTH_30_SEQ_555	NAMP	0.09
LENGTH_30_SEQ_556	NAMP	0.08
LENGTH_30_SEQ_557	NAMP	0.01
LENGTH_30_SEQ_558	NAMP	0.09
LENGTH_30_SEQ_559	NAMP	0.02
LENGTH_30_SEQ_560	NAMP	0.02
LENGTH_30_SEQ_561	NAMP	0.17
LENGTH_30_SEQ_562	NAMP	0.04
LENGTH_30_SEQ_563	NAMP	0.03
LENGTH_30_SEQ_564	NAMP	0.03
LENGTH_30_SEQ_565	NAMP	0.05
LENGTH_30_SEQ_566	NAMP	0.02
LENGTH_30_SEQ_567	NAMP	0.04
LENGTH_30_SEQ_568	NAMP	0.02
LENGTH_30_SEQ_569	NAMP	0.09
LENGTH_30_SEQ_570	NAMP	0.02
LENGTH_30_SEQ_571	NAMP	0.02
LENGTH_30_SEQ_572	AMP	0.51
LENGTH_30_SEQ_573	NAMP	0.05
LENGTH_30_SEQ_574	NAMP	0.05
LENGTH_30_SEQ_575	NAMP	0.01
LENGTH_30_SEQ_576	NAMP	0.06
LENGTH_30_SEQ_577	NAMP	0.30
LENGTH_30_SEQ_578	NAMP	0.38
LENGTH_30_SEQ_579	NAMP	0.03
LENGTH_30_SEQ_580	NAMP	0.25
LENGTH_30_SEQ_581	NAMP	0.02
LENGTH_30_SEQ_582	NAMP	0.03
LENGTH_30_SEQ_583	NAMP	0.29
LENGTH_30_SEQ_584	NAMP	0.12
LENGTH_30_SEQ_585	AMP	0.71
LENGTH_30_SEQ_586	NAMP	0.03
LENGTH_30_SEQ_587	NAMP	0.15
LENGTH_30_SEQ_588	NAMP	0.15
LENGTH_30_SEQ_589	NAMP	0.10
LENGTH_30_SEQ_590	NAMP	0.08
LENGTH_30_SEQ_591	NAMP	0.02
LENGTH_30_SEQ_592	NAMP	0.08
LENGTH_30_SEQ_593	NAMP	0.07
LENGTH_30_SEQ_594	NAMP	0.01
LENGTH_30_SEQ_595	NAMP	0.01
LENGTH_30_SEQ_596	NAMP	0.14
LENGTH_30_SEQ_597	NAMP	0.31
LENGTH_30_SEQ_598	NAMP	0.18
LENGTH_30_SEQ_599	NAMP	0.07
LENGTH_30_SEQ_600	NAMP	0.03
LENGTH_30_SEQ_601	NAMP	0.04
LENGTH_30_SEQ_602	NAMP	0.01
LENGTH_30_SEQ_603	NAMP	0.02
LENGTH_30_SEQ_604	NAMP	0.09
LENGTH_30_SEQ_605	NAMP	0.07
LENGTH_30_SEQ_606	NAMP	0.10
LENGTH_30_SEQ_607	NAMP	0.04
LENGTH_30_SEQ_608	NAMP	0.05
LENGTH_30_SEQ_609	NAMP	0.07
LENGTH_30_SEQ_610	NAMP	0.27
LENGTH_30_SEQ_611	NAMP	0.07
LENGTH_30_SEQ_612	NAMP	0.05
LENGTH_30_SEQ_613	AMP	0.82
LENGTH_30_SEQ_614	NAMP	0.40
LENGTH_30_SEQ_615	NAMP	0.34
LENGTH_30_SEQ_616	NAMP	0.05
LENGTH_30_SEQ_617	NAMP	0.01
LENGTH_30_SEQ_618	NAMP	0.08
LENGTH_30_SEQ_619	NAMP	0.01
LENGTH_30_SEQ_620	NAMP	0.35
LENGTH_30_SEQ_621	NAMP	0.10
LENGTH_30_SEQ_622	NAMP	0.09
LENGTH_30_SEQ_623	NAMP	0.07
LENGTH_30_SEQ_624	NAMP	0.13
LENGTH_30_SEQ_625	NAMP	0.03
LENGTH_30_SEQ_626	NAMP	0.09
LENGTH_30_SEQ_627	NAMP	0.31
LENGTH_30_SEQ_628	NAMP	0.19
LENGTH_30_SEQ_629	NAMP	0.04
LENGTH_30_SEQ_630	NAMP	0.02
LENGTH_30_SEQ_631	NAMP	0.11
LENGTH_30_SEQ_632	NAMP	0.02
LENGTH_30_SEQ_633	NAMP	0.04
LENGTH_30_SEQ_634	NAMP	0.03
LENGTH_30_SEQ_635	NAMP	0.03
LENGTH_30_SEQ_636	AMP	0.57
LENGTH_30_SEQ_637	NAMP	0.17
LENGTH_30_SEQ_638	NAMP	0.22
LENGTH_30_SEQ_639	NAMP	0.07
LENGTH_30_SEQ_640	NAMP	0.04
LENGTH_30_SEQ_641	NAMP	0.07
LENGTH_30_SEQ_642	NAMP	0.10
LENGTH_30_SEQ_643	NAMP	0.02
LENGTH_30_SEQ_644	NAMP	0.02
LENGTH_30_SEQ_645	NAMP	0.43
LENGTH_30_SEQ_646	NAMP	0.32
LENGTH_30_SEQ_647	NAMP	0.04
LENGTH_30_SEQ_648	NAMP	0.39
LENGTH_30_SEQ_649	NAMP	0.06
LENGTH_30_SEQ_650	NAMP	0.04
LENGTH_30_SEQ_651	NAMP	0.04
LENGTH_30_SEQ_652	NAMP	0.04
LENGTH_30_SEQ_653	NAMP	0.03
LENGTH_30_SEQ_654	NAMP	0.06
LENGTH_30_SEQ_655	NAMP	0.06
LENGTH_30_SEQ_656	NAMP	0.17
LENGTH_30_SEQ_657	NAMP	0.04
LENGTH_30_SEQ_658	NAMP	0.08
LENGTH_30_SEQ_659	AMP	0.68
LENGTH_30_SEQ_660	AMP	0.82
LENGTH_30_SEQ_661	NAMP	0.07
LENGTH_30_SEQ_662	NAMP	0.15
LENGTH_30_SEQ_663	NAMP	0.08
LENGTH_30_SEQ_664	NAMP	0.02
LENGTH_30_SEQ_665	NAMP	0.12
LENGTH_30_SEQ_666	NAMP	0.02
LENGTH_30_SEQ_667	NAMP	0.09
LENGTH_30_SEQ_668	NAMP	0.11
LENGTH_30_SEQ_669	NAMP	0.01
LENGTH_30_SEQ_670	NAMP	0.10
LENGTH_30_SEQ_671	NAMP	0.04
LENGTH_30_SEQ_672	NAMP	0.03
LENGTH_30_SEQ_673	NAMP	0.05
LENGTH_30_SEQ_674	NAMP	0.06
LENGTH_30_SEQ_675	NAMP	0.05
LENGTH_30_SEQ_676	NAMP	0.03
LENGTH_30_SEQ_677	NAMP	0.03
LENGTH_30_SEQ_678	NAMP	0.08
LENGTH_30_SEQ_679	NAMP	0.04
LENGTH_30_SEQ_680	NAMP	0.08
LENGTH_30_SEQ_681	NAMP	0.02
LENGTH_30_SEQ_682	NAMP	0.06
LENGTH_30_SEQ_683	NAMP	0.03
LENGTH_30_SEQ_684	NAMP	0.33
LENGTH_30_SEQ_685	NAMP	0.12
LENGTH_30_SEQ_686	NAMP	0.04
LENGTH_30_SEQ_687	NAMP	0.07
LENGTH_30_SEQ_688	NAMP	0.03
LENGTH_30_SEQ_689	NAMP	0.14
LENGTH_30_SEQ_690	NAMP	0.05
LENGTH_30_SEQ_691	NAMP	0.03
LENGTH_30_SEQ_692	NAMP	0.05
LENGTH_30_SEQ_693	NAMP	0.01
LENGTH_30_SEQ_694	NAMP	0.05
LENGTH_30_SEQ_695	NAMP	0.03
LENGTH_30_SEQ_696	NAMP	0.04
LENGTH_30_SEQ_697	NAMP	0.10
LENGTH_30_SEQ_698	NAMP	0.03
LENGTH_30_SEQ_699	NAMP	0.33
LENGTH_30_SEQ_700	NAMP	0.28
LENGTH_30_SEQ_701	NAMP	0.08
LENGTH_30_SEQ_702	NAMP	0.35
LENGTH_30_SEQ_703	NAMP	0.29
LENGTH_30_SEQ_704	NAMP	0.08
LENGTH_30_SEQ_705	NAMP	0.03
LENGTH_30_SEQ_706	NAMP	0.04
LENGTH_30_SEQ_707	NAMP	0.02
LENGTH_30_SEQ_708	NAMP	0.13
LENGTH_30_SEQ_709	NAMP	0.09
LENGTH_30_SEQ_710	NAMP	0.22
LENGTH_30_SEQ_711	NAMP	0.31
LENGTH_30_SEQ_712	NAMP	0.06
LENGTH_30_SEQ_713	NAMP	0.01
LENGTH_30_SEQ_714	NAMP	0.03
LENGTH_30_SEQ_715	NAMP	0.08
LENGTH_30_SEQ_716	NAMP	0.08
LENGTH_30_SEQ_717	NAMP	0.03
LENGTH_30_SEQ_718	NAMP	0.04
LENGTH_30_SEQ_719	NAMP	0.18
LENGTH_30_SEQ_720	NAMP	0.06
LENGTH_30_SEQ_721	AMP	0.83
LENGTH_30_SEQ_722	NAMP	0.05
LENGTH_30_SEQ_723	NAMP	0.02
LENGTH_30_SEQ_724	NAMP	0.17
LENGTH_30_SEQ_725	NAMP	0.01
LENGTH_30_SEQ_726	NAMP	0.13
LENGTH_30_SEQ_727	NAMP	0.02
LENGTH_30_SEQ_728	NAMP	0.03
LENGTH_30_SEQ_729	NAMP	0.04
LENGTH_30_SEQ_730	NAMP	0.03
LENGTH_30_SEQ_731	NAMP	0.04
LENGTH_30_SEQ_732	NAMP	0.06
LENGTH_30_SEQ_733	NAMP	0.09
LENGTH_30_SEQ_734	NAMP	0.14
LENGTH_30_SEQ_735	NAMP	0.02
